national_rank,village_id,village_name,district,state,latitude,longitude,economic_growth_score,confidence_score,growth_tier,ntl_growth_pct,ntl_2020,ntl_2025,built_growth_abs,ndbi_growth,road_growth_pct,ndvi_change,lulc_change_score,pop_growth_proxy,ntl_growth_norm,builtup_growth_norm,road_density_norm,ndvi_productivity_norm,lulc_change_norm,national_rank,growth_percentile
412,UTT_0016,Kanpurkhurd,Gorakhpur,Uttar Pradesh,30.08154,79.2902,64.79083431203736,75.5,Very High,139.74,2.5483,6.1095,0.1814,0.1572,79.27,-0.0286,0.0584,0.1389,64.48662294463476,62.26036890112363,55.8436653566406,27.52621269731535,15.872890902263833,412,93.45853891453127
4289,UTT_0017,Tulsiwadi,Meerut,Uttar Pradesh,28.64181,81.92441,34.22976125199947,86.3,Baseline,40.15,8.5098,11.9266,0.1286,0.1333,20.8,0.1662,0.0506,0.138,22.392606830805413,47.61810219424005,12.43332466409538,65.30130199331718,13.51094368875592,4289,31.75234760464746
2220,UTT_0018,Harikhurd,Kanpur Nagar,Uttar Pradesh,29.38032,83.50976,46.34910776738805,67.6,Moderate,80.89,1.9813,3.5839,0.1178,0.118,55.35,0.0073,0.0969,0.0979,37.28706318736982,42.63553164600457,39.155984825785524,51.489226869454995,27.531220097142647,2220,64.68247652395353
4301,UTT_0019,Varanasigaon,Kanpur Nagar,Uttar Pradesh,27.0593,80.56688,34.14374320691409,79.7,Baseline,13.5,7.0157,7.9628,0.0632,0.073,101.59,-0.1249,0.0993,0.1253,9.583848767101454,23.621584266531247,74.41259887662837,30.75527134462495,28.257973085914312,4301,31.56135604010823
4316,UTT_0020,Shivkalan,Prayagraj,Uttar Pradesh,29.51662,79.58849,34.033710810665966,65.3,Baseline,68.82,1.7992,3.0373,0.0464,0.0563,56.0,-0.0629,0.1236,0.0733,31.600006299308802,17.226330880865014,38.67230089159886,32.9617467450167,35.61634709722743,4316,31.322616584434186
6063,UTT_0021,Tulsikalan,Moradabad,Uttar Pradesh,28.82124,80.34467,18.5638524238641,59.6,Baseline,15.05,1.7014,1.9574,0.0504,0.0553,31.67,0.0592,0.089,0.1596,7.0117318395196095,17.799040139282887,20.53463183348428,45.212582094711365,25.13899150910258,6063,3.5174279802642054
6107,UTT_0022,Tulsipur,Bareilly,Uttar Pradesh,28.70822,82.88028,17.80682326396971,93.3,Baseline,13.58,15.8842,18.0407,0.0668,0.0598,24.11,-0.1025,0.11,0.1314,11.830805333693657,21.788914639594058,16.379883596873203,14.491876944348423,31.498080160854656,6107,2.8171255769536847
144,UTT_0023,Gangatola,Meerut,Uttar Pradesh,28.73407,83.13648,72.1912313236909,62.0,Elite,142.84,0.9775,2.3738,0.1497,0.1312,119.08800000000002,0.0215,0.1213,0.1484,63.66358921508139,51.24526083088658,89.67357660930439,28.226178131121088,34.919875482987926,144,97.72401718924081
2044,UTT_0024,Harikalan,Meerut,Uttar Pradesh,28.87968,81.48966,47.551703378994304,73.4,Moderate,167.95,1.9847,5.3181,0.033,0.0353,16.27,-0.0139,0.1728,0.0869,76.56091773337927,10.659264717673421,9.207453729980386,40.14575411913815,50.5147833670466,2044,67.4836861371956
5847,UTT_0025,Ramgaon,Gorakhpur,Uttar Pradesh,25.10772,77.3122,22.20751222511283,58.1,Baseline,18.36,1.4449,1.7101,0.1056,0.0909,18.85,0.031,0.075,-0.0148,8.21278107237352,35.133040360730455,11.096787611396692,48.847793524599595,20.89959907460119,5847,6.955276141970396
4100,UTT_0026,Ramnagar,Varanasi,Uttar Pradesh,27.33119,82.19276,35.3660871740704,58.9,Baseline,48.57,1.2422,1.8455,0.1114,0.0973,72.87,-0.0781,0.0755,-0.0165,21.657173466532658,37.46205801162981,51.76281475341262,15.816914391058873,21.051005947261956,4100,34.76046474614038
5364,UTT_0027,Varanasikalan,Moradabad,Uttar Pradesh,29.92088,80.45388,27.232732825266858,71.7,Baseline,30.93,3.624,4.7447,0.0673,0.0751,20.67,-0.015,0.2623,0.1183,15.952542688286655,24.805183400594842,13.651412848321012,24.449821407996303,77.6166135733233,5364,14.642686614674519
4389,UTT_0028,Varanasikalan,Moradabad,Uttar Pradesh,24.52364,77.12601,33.56781192357373,84.5,Baseline,15.88,9.1994,10.6601,0.1143,0.1056,54.9,0.0592,0.0978,0.041,11.4039957897714,39.60017257638986,40.73590559476323,47.810807696739246,27.80375246793202,4389,30.160751233487186
1140,UTT_0029,Varanasipur,Agra,Uttar Pradesh,26.97371,80.91083,54.322016738493275,86.9,High,75.48,7.0082,12.2982,0.1772,0.1985,68.28,-0.0597,0.0873,0.0444,38.03139084275728,69.3428733968913,49.45688960926971,25.81806659753427,24.624208142055984,1140,81.87171733248448
2879,UTT_0030,Kanpurpur,Varanasi,Uttar Pradesh,29.20877,77.75895,42.10377371214933,74.6,Moderate,63.68,3.5146,5.7528,0.162,0.1481,29.95,-0.0912,0.1892,0.0733,30.846754190626378,56.81963094615385,19.616812594113156,17.006567576909777,55.48092879031965,2879,54.19385643800732
2577,UTT_0031,Gangakalan,Agra,Uttar Pradesh,25.69232,78.41182,44.05964198107831,100.0,Moderate,95.7,20.6835,40.4775,0.0882,0.1004,46.66,0.0292,0.0379,0.0768,50.273102537869576,33.62490598023007,32.1451728045651,42.821753658255545,9.66520912317252,2577,59.00047747891135
4698,UTT_0032,Ganganagar,Gorakhpur,Uttar Pradesh,25.44584,83.47469,31.887359329715117,69.2,Baseline,54.28,2.6045,4.0183,0.0937,0.0793,60.83,-0.001,0.0154,0.1199,25.83659973404913,30.64681783645714,42.253837413723176,28.655375043207734,2.8518998534381472,4698,25.24271844660194
4911,UTT_0033,Rampada,Kanpur Nagar,Uttar Pradesh,30.04611,83.74872,30.557587332636253,62.9,Baseline,96.64,1.2907,2.5382,0.0754,0.0781,19.05,-0.0498,0.0221,0.0989,43.46165472994996,26.92420765674097,11.780898939723134,24.95103122479548,4.8807519470923815,4911,21.852618176030557
1769,UTT_0034,Gangakalan,Agra,Uttar Pradesh,29.93193,79.59454,49.55241870679542,99.4,Moderate,17.62,21.7979,25.6392,0.1322,0.156,47.32,0.0932,0.3348,0.1442,14.595280470916308,52.6388533597034,32.763361064262014,71.31581979490723,99.57061010913405,1769,71.86057615788636
5510,UTT_0035,Gangagaon,Agra,Uttar Pradesh,30.10536,79.60462,25.870210108349234,90.0,Baseline,23.5,12.0265,14.8533,0.0838,0.0984,33.95,-0.0802,0.0411,0.1437,15.660774381555232,32.4031262289386,22.45618295650502,45.35660790413641,10.634213108201404,5510,12.318955912780519
1236,UTT_0036,Tulsinagar,Agra,Uttar Pradesh,28.36755,82.03811,53.58517319981864,82.0,High,130.18,3.9878,9.179,0.1265,0.1163,49.62,-0.0386,0.0685,0.157,61.33087268848129,43.97185324897961,34.4245160661961,37.78085032837883,18.931309730011264,1236,80.34378481617061
1717,UTT_0037,Harikhurd,Lucknow,Uttar Pradesh,29.66313,81.63773,49.86890240838526,62.4,Moderate,143.81,1.0057,2.452,0.1199,0.111,4.77,-0.0219,0.2215,0.0866,64.15793410821341,41.70010652392205,0.5877998516092986,26.290471252448434,65.26181276420499,1717,72.6882062708897
4931,UTT_0038,Varanasipur,Kanpur Nagar,Uttar Pradesh,25.48943,77.05705,30.422697047922433,77.1,Baseline,22.88,5.5172,6.7794,0.0823,0.0829,72.82,-0.043,0.0815,0.1842,13.298160309466198,29.157773764570674,51.1271887787879,27.220877981334247,22.867888419191125,4931,21.534298901798504
2130,UTT_0039,Ramtola,Agra,Uttar Pradesh,28.54836,81.96042,47.03089006360702,78.4,Moderate,68.89,4.3421,7.3333,0.1531,0.179,54.27,-0.073,0.0181,0.1181,33.757986072869066,61.01949884121825,38.16522490080172,48.97453623689364,3.669496965806272,2130,66.11491325799777
3945,UTT_0040,Varanasipur,Prayagraj,Uttar Pradesh,24.81156,77.00394,36.21513662359932,70.0,Baseline,65.75,2.5534,4.2322,0.0728,0.0784,42.34,0.0479,0.1179,0.0595,31.009294969321175,26.485130558620604,30.599702155322827,46.55202212236431,33.89030874889473,3945,37.227439121438806
4792,UTT_0041,Ramkhurd,Meerut,Uttar Pradesh,25.53454,83.25562,31.249307575841044,62.2,Baseline,10.87,2.177,2.4137,0.0688,0.0625,100.79,-0.0715,0.0462,0.095,5.5924765493679365,22.68615914444872,72.62640269935825,44.4262011752506,12.178563209341199,4792,23.746617857711286
1478,UTT_0042,Varanasigaon,Gorakhpur,Uttar Pradesh,26.77368,79.0573,51.71811575914097,77.6,High,94.27,3.5869,6.9682,0.1517,0.1341,56.13,-0.1134,0.0917,0.0728,44.801148499029786,52.18068595296909,41.87339751121276,38.812075123862186,25.956588621470704,1478,76.49212159796276
6160,UTT_0043,Shivpur,Gorakhpur,Uttar Pradesh,26.39034,79.74177,16.814056867470647,54.6,Baseline,29.33,0.9563,1.2368,0.0516,0.0582,9.39,0.0292,0.0192,0.0793,12.47940997003322,18.58174279245398,6.375419967161805,60.09908975688441,4.002592085659952,6160,1.9735795002387397
5490,UTT_0044,Harikhurd,Lucknow,Uttar Pradesh,26.8454,81.44412,26.04687582753136,70.4,Baseline,18.4,3.6804,4.3577,0.0454,0.0379,70.1,-0.1448,0.2055,0.1227,10.230940613338973,13.522811009762778,49.235728346770635,9.580596842954254,60.416792839060534,5490,12.637275187012573
4032,UTT_0045,Kanpurpada,Gorakhpur,Uttar Pradesh,25.76578,81.27631,35.7473471097668,77.2,Baseline,38.08,4.9134,6.7844,0.0782,0.0761,65.33,0.0836,0.1135,0.1233,19.992517833790725,27.076930125652403,45.710013777921326,51.14068441064637,32.55792826948,4032,35.842750278529365
4797,UTT_0046,Shivgaon,Prayagraj,Uttar Pradesh,25.44747,82.8893,31.231867569471284,64.4,Baseline,117.22,1.3161,2.8587,0.0575,0.0524,6.14,0.0298,0.0105,0.1276,52.77743486552392,18.600833101067906,1.2939209786555974,42.83327572300956,1.3681125013626616,4797,23.667038039153272
684,UTT_0047,Tulsiwadi,Lucknow,Uttar Pradesh,28.57175,78.24178,59.6092839151499,78.0,High,103.09,3.5318,7.1729,0.2287,0.2413,25.5,-0.1668,0.1513,0.0303,48.758997456239854,87.3450344198264,16.10502693170008,31.305449936628634,44.004287842633744,684,89.12939678497534
5824,UTT_0048,Harikhurd,Agra,Uttar Pradesh,26.28041,83.86272,22.40938635697098,52.5,Baseline,18.69,0.8411,0.9984,0.1269,0.1196,33.98,-0.1502,0.0266,0.0745,7.46387391535129,44.67819466769498,28.079527038133936,9.851365364673345,6.243413801039256,5824,7.321343307337259
6200,UTT_0049,Shivtola,Prayagraj,Uttar Pradesh,27.70662,83.8318,15.201389995874852,73.4,Baseline,9.35,4.8698,5.3254,0.0489,0.0558,11.5,-0.0406,0.1295,0.1503,6.73365016497259,17.608137053143594,5.977755004783673,37.61954142182278,37.40294819462445,6200,1.33694095177463
5237,UTT_0050,Tulsiwadi,Meerut,Uttar Pradesh,29.88345,81.08286,28.13078258361756,49.4,Baseline,19.3,0.5713,0.6816,0.0885,0.0743,69.71,0.0269,0.0907,0.1584,7.2258181842136,28.699606357836373,49.95567205272312,31.52724968314321,25.65377487614918,5237,16.664014006048067
2725,UTT_0051,Varanasikhurd,Varanasi,Uttar Pradesh,27.56534,80.86227,43.154861932507586,78.6,Moderate,60.52,4.6199,7.4162,0.1374,0.148,16.19,0.1783,0.2096,0.0214,30.10177991873877,52.10432471851338,9.382362516908735,53.78787878787877,61.65832919487881,2725,56.644914849594144
2159,UTT_0052,Varanasinagar,Gorakhpur,Uttar Pradesh,27.00798,83.17213,46.7902562004757,55.5,Moderate,35.31,0.9982,1.3506,0.1985,0.1873,44.49,0.0232,0.1886,0.0674,15.258031230526154,71.27099456689814,30.293053558665466,50.3571840073741,55.29924054312673,2159,65.65335031036129
4656,UTT_0053,Kanpurwadi,Lucknow,Uttar Pradesh,25.25093,81.18182,32.12924420993254,54.8,Baseline,29.78,0.9754,1.2659,0.1321,0.1441,36.65,-0.1808,0.1509,0.0814,12.715483258127549,50.3480163260319,25.031967371908816,20.601451780158996,43.88316234450514,4656,25.91118892248926
529,UTT_0054,Ramkhurd,Bareilly,Uttar Pradesh,30.39309,81.66273,62.25705880486035,60.3,Very High,89.98,1.0917,2.074,0.1616,0.1777,105.1,0.106,0.072,0.0038,40.11648012872019,62.394001061421136,75.98964880229478,48.5655029381265,19.991157838636607,529,91.59637116027376
4278,UTT_0055,Shivgaon,Aligarh,Uttar Pradesh,26.24817,78.29048,34.30088035403561,65.4,Baseline,34.86,2.2752,3.0685,0.0895,0.0786,66.23,0.0444,0.0981,0.0704,16.67021248881131,29.71139271437461,46.335538637191526,48.45604332296347,27.894596591528483,4278,31.92742320547509
2348,UTT_0056,Ramtola,Agra,Uttar Pradesh,27.86989,84.55499,45.51214257570519,60.0,Moderate,25.07,1.6073,2.0103,0.1735,0.1464,63.06,-0.0117,0.2063,0.1193,11.475520065874381,58.6904811903189,44.53722112149599,51.35672312478394,60.659043835317775,2348,62.64523316886837
1834,UTT_0057,Shivpada,Varanasi,Uttar Pradesh,27.23659,79.19967,49.07812618961815,95.3,Moderate,106.39,9.7771,20.179,0.1468,0.1231,31.59,0.0754,0.0592,0.0992,53.00691556301322,49.145326883354386,21.131873569761808,48.67496255328953,16.115141898521056,1834,70.82603851663218
839,UTT_0058,Varanasipur,Aligarh,Uttar Pradesh,29.10695,84.13269,57.51691144771203,70.2,High,125.23,1.9042,4.2888,0.0785,0.0888,46.99,0.2331,0.2331,0.1166,57.229575256793225,29.55867024546318,32.50179534034485,72.44786265698811,68.77445220993471,839,86.6624224096769
1272,UTT_0059,Tulsikhurd,Agra,Uttar Pradesh,26.5771,81.8505,53.258313719978474,93.2,High,133.73,7.6605,17.9052,0.0726,0.0623,63.34,0.0519,0.0985,0.258,64.71118794288643,23.37341025455017,46.14755156406733,42.3983177785459,28.01572208965709,1272,79.77081012255292
5619,UTT_0060,Varanasikalan,Varanasi,Uttar Pradesh,24.8002,82.69776,24.871170351724974,60.8,Baseline,47.17,1.4652,2.1563,0.0448,0.0553,12.84,0.0108,0.136,0.1689,21.345039107399444,16.72998285690286,6.361065750605374,60.404424472865514,39.371237539214384,5619,10.584115868215822
2004,UTT_0061,Harigaon,Lucknow,Uttar Pradesh,26.45976,78.28542,47.80082332243299,53.7,Moderate,23.07,0.9239,1.137,0.1699,0.1734,82.55,0.0163,0.2053,0.0833,9.589191878373587,63.157613405978296,59.24891083394594,35.294964857702496,60.356230089996245,2004,68.12032468565971
3136,UTT_0062,Ramgaon,Kanpur Nagar,Uttar Pradesh,24.95869,82.81419,40.664982477646014,56.0,Moderate,54.46,0.9159,1.4148,0.0883,0.0941,38.89,0.0059,0.2994,0.0721,23.76875880942339,32.44130684616647,25.81560126835984,45.87798133425508,88.85100352475199,3136,50.10345376412542
3626,UTT_0063,Ramkalan,Aligarh,Uttar Pradesh,27.28808,80.79388,37.77272204561331,82.5,Baseline,35.07,6.9976,9.4518,0.0628,0.0757,30.52,0.1368,0.3255,0.1218,19.532124168871807,24.06066136465161,19.63754646247244,63.83799976955868,96.75444227764388,3626,42.304631545440074
1296,UTT_0064,Varanasinagar,Prayagraj,Uttar Pradesh,26.42481,81.87587,53.0968034833738,55.6,High,44.71,0.9421,1.3633,0.1828,0.2181,94.77,-0.0787,0.0932,0.1153,19.412612873932392,74.15363116760142,68.18021070288664,30.288627722087785,26.410809239452995,1296,79.38882699347445
2070,UTT_0065,Tulsikalan,Agra,Uttar Pradesh,26.08787,79.43846,47.41838445895103,69.9,Moderate,41.22,2.9864,4.2174,0.1089,0.1077,93.42,-0.1579,0.2167,0.1615,20.2005640623807,38.9701923921302,66.98306904208037,36.758267081460986,63.80830678666166,2070,67.06987108069393
6089,UTT_0066,Gangakhurd,Agra,Uttar Pradesh,27.12366,80.36567,18.255026661882326,68.6,Baseline,29.24,2.9733,3.8427,0.0301,0.0325,40.6,0.0703,0.0344,0.0355,14.707081734119331,9.571117126679466,27.28642999150868,39.50051849291392,8.60536101454717,6089,3.103612923762534
4377,UTT_0067,Rampur,Bareilly,Uttar Pradesh,29.28207,82.40896,33.610112218732354,89.5,Baseline,77.32,8.1059,14.3733,0.096,0.0969,5.94,0.0698,0.0951,0.1293,39.267160266147535,34.44578925062901,2.789417688775493,40.21200599147366,26.9861553555639,4377,30.35174279802642
5031,UTT_0068,Gangawadi,Aligarh,Uttar Pradesh,27.87387,78.16721,29.69875430720586,55.2,Baseline,22.65,1.0688,1.3109,0.12,0.1491,46.57,-0.0861,0.0952,0.0814,9.633908398151675,48.992604414442944,32.15474228226938,18.680147482428843,27.016436730096054,5031,19.94270253063823
3692,UTT_0069,Varanasinagar,Kanpur Nagar,Uttar Pradesh,25.02157,82.12388,37.44819415513475,56.8,Baseline,38.81,1.099,1.5256,0.1277,0.1441,57.06,-0.0814,0.0445,0.0953,17.009838621534815,49.50804274701903,42.07595145595349,46.76229980412489,11.663779842294602,3692,41.25417794047429
1360,UTT_0070,Rampada,Lucknow,Uttar Pradesh,26.70494,81.95015,52.63928357780253,100.0,High,100.81,25.0609,50.3236,0.0624,0.0724,59.17,0.0726,0.1765,0.2174,53.148222287855255,23.35431994593624,41.13059338630002,64.56388984906093,51.63519422473624,1360,78.37020531593188
2641,UTT_0071,Kanpurnagar,Agra,Uttar Pradesh,27.72723,78.11525,43.588388979691324,74.0,Moderate,63.68,3.3885,5.5461,0.1573,0.1337,61.89,-0.0629,0.042,0.0784,30.755502396182806,53.17338200089341,43.71488400410764,34.25221799746514,10.906745478990782,2641,57.98185580136877
2071,UTT_0072,Varanasigaon,Agra,Uttar Pradesh,25.60025,79.29064,47.416173488881945,69.2,Moderate,60.93,2.4877,4.0034,0.1252,0.1251,77.11,-0.0008,0.1321,0.1945,28.755827792752214,45.40362639502429,54.51318897315463,41.272035948842024,38.19026393246042,2071,67.05395511698234
4598,UTT_0073,Ganganagar,Gorakhpur,Uttar Pradesh,28.71016,84.54534,32.40188367871587,69.2,Baseline,31.73,3.051,4.0191,0.0987,0.085,45.4,0.0528,0.149,0.0822,15.908433853301954,32.68948085814754,30.727933156560265,44.855398087337235,43.30781622839423,4598,26.834314817762216
5817,UTT_0074,Shivpur,Aligarh,Uttar Pradesh,26.35603,82.88194,22.538636282958077,77.7,Baseline,75.22,4.01,7.0263,0.0129,0.0135,20.12,-0.0274,0.0829,0.0901,36.43486935485131,2.660425408437152,11.713487285672937,30.17628759073625,23.291827662641264,5817,7.432755053318478
4314,UTT_0075,Varanasitola,Moradabad,Uttar Pradesh,29.68853,79.05459,34.03949734696886,78.3,Baseline,39.47,5.2364,7.3031,0.1486,0.1327,19.18,-0.1447,0.127,0.1024,20.793874400587093,51.3216220653423,12.823759354430273,36.257057264661825,36.64591383132063,4314,31.35444851185739
5774,UTT_0076,Harigaon,Bareilly,Uttar Pradesh,24.84721,81.54371,23.001575357265423,74.7,Baseline,20.3,4.8326,5.8138,0.0846,0.0746,46.23,-0.0419,0.0359,0.0753,11.773188948162773,28.012355247734924,31.614917412217576,31.10669431962207,9.059581632529465,5774,8.117141492917396
2092,UTT_0077,Varanasinagar,Prayagraj,Uttar Pradesh,25.62127,83.82765,47.26319786373397,68.4,Moderate,95.78,1.9373,3.7928,0.0881,0.0734,65.66,0.0481,0.0715,0.1,43.973853848163245,28.4514323458553,46.88067988374572,62.826938587394835,19.839750965975846,2092,66.71971987903868
5208,UTT_0078,Tulsinagar,Moradabad,Uttar Pradesh,26.73532,81.46515,28.290858483579065,72.5,Baseline,9.13,4.593,5.0124,0.0344,0.0417,88.44,-0.1392,0.1339,0.1072,6.487821388799522,12.148308789559886,62.89658307975987,37.757806198870824,38.73532867403917,5208,17.125576953684547
4398,UTT_0079,Varanasinagar,Aligarh,Uttar Pradesh,26.97931,78.42959,33.513683317116055,66.4,Baseline,60.16,2.0633,3.3046,0.0575,0.0501,38.22,0.1033,0.0938,0.1339,27.97523475111559,18.161756002947538,25.85536776459765,73.96301417213964,26.592497486645907,4398,30.017507560082763
4502,UTT_0080,Tulsipada,Agra,Uttar Pradesh,29.79891,84.56207,32.94028349015784,57.0,Baseline,25.81,1.2348,1.5534,0.1312,0.1636,15.89,-0.0645,0.1629,0.1814,11.318147368905482,53.89881372822271,10.001188741785931,49.28851250144024,47.51692728836347,4502,28.36224733407608
5377,UTT_0081,Tulsipur,Kanpur Nagar,Uttar Pradesh,26.68047,81.31487,27.15963431855657,73.3,Baseline,68.79,3.127,5.2782,0.0246,0.0279,19.68,-0.0364,0.1623,0.1586,32.88275103972717,7.642995956672632,14.119360308060624,36.882129277566534,47.33523904117055,5377,14.435779086423683
458,UTT_0082,Shivpur,Kanpur Nagar,Uttar Pradesh,26.05357,80.18117,63.61052883735702,94.4,Very High,106.62,9.2563,19.125,0.2262,0.2023,41.52,-0.0406,0.1162,0.1391,52.958344359577275,79.42255634504585,31.029265376715248,48.00668279755732,33.37552538184813,458,92.72640458379755
4789,UTT_0083,Varanasinagar,Kanpur Nagar,Uttar Pradesh,28.01162,84.53346,31.270665794745078,64.7,Baseline,37.78,2.1089,2.9055,0.1096,0.1364,35.31,-0.1776,0.1741,0.1065,17.835851515060934,44.58274312462534,23.387080482072005,6.746168913469289,50.90844123596458,4789,23.79436574884609
1815,UTT_0084,Shivtola,Aligarh,Uttar Pradesh,25.07191,83.84211,49.21129770887929,100.0,Moderate,112.47,13.9966,29.7382,0.0619,0.064,81.24,-0.1749,0.0687,0.1109,56.77728982165428,21.655282479296552,58.49175249247678,27.632791796289887,18.99187247907557,1815,71.12844182715263
5315,UTT_0085,Shivpada,Aligarh,Uttar Pradesh,28.74927,81.87576,27.501184625004008,79.4,Baseline,70.77,4.5769,7.8158,0.0563,0.047,16.81,-0.0414,0.0872,0.0914,34.75095520913654,17.34087273254859,10.217990575553042,39.27295771402234,24.593926767523833,5315,15.422568836543052
4455,UTT_0086,Tulsipur,Bareilly,Uttar Pradesh,25.12393,79.57112,33.18714827041068,80.5,Baseline,69.74,4.9423,8.3889,0.0117,0.0125,45.46,-0.0721,0.2216,0.2247,34.48232460935124,2.2404386189307126,31.71390834269192,38.06026039866343,65.29209413873714,4455,29.11029762852141
5698,UTT_0087,Tulsigaon,Kanpur Nagar,Uttar Pradesh,25.20475,77.73532,24.08013455079111,66.5,Baseline,10.45,3.0167,3.3319,0.0348,0.0324,73.85,0.0056,0.0429,0.082,6.106768031422072,10.4492713229202,53.28297945050356,57.6967392556746,11.179277849780156,5698,9.326754734999204
5019,UTT_0088,Kanpurpada,Varanasi,Uttar Pradesh,27.07824,79.58185,29.763276509731035,68.1,Baseline,58.4,2.3487,3.7203,0.0584,0.0557,37.16,0.0013,0.1179,0.1239,27.470916332482723,19.402626062852928,25.138188574426394,37.88166839497637,33.89030874889473,5019,20.13369409517746
